y,x,cls
-1.4820382093665967,-0.15963243047993636,1
-2.373331202140644,1.3233640313577266,1
-1.402893254294385,0.7015878839141609,0
-2.112492717102564,0.07179050955767817,1
-2.18991677037878,1.5151097492980492,1
-1.980133080316531,0.07498960107196484,1
-0.15099072437165284,0.3311376385120828,0
0.03175220548026492,0.07508720999225947,0
1.5184481304905897,0.5443232206419043,1
-2.2612330905968334,1.9117701176076167,1
1.4118580973247,-1.3680303058775336,0
-1.3942437876913316,-0.4642951548511732,0
-0.6877986015562892,-0.7494751367383321,0
0.8967276277311687,-0.2766218739133519,1
-1.9956405984153496,1.278991744865165,1
-2.470800226257689,-0.413079961466222,0
0.3622649466788497,0.08472381771427129,0
-2.2412872365015697,-0.7136799708365218,1
-2.0340380829582507,-0.6733327772538871,1
1.818092685703008,-1.868486263046513,0
1.4535154548418752,-0.6109415116637971,0
-1.9452760759873968,0.8620862267865916,1
-2.8887159340395927,1.225582800940148,1
1.4172201781690423,0.5403977390084234,1
-1.695199395985916,0.1935425273906377,1
1.7883434884267548,-0.6991037525035297,0
1.3824388677757875,1.4032805350062412,1
0.1379477124806634,-1.0460301331446298,0
-2.545973765451899,0.4969847650679766,0
-2.2815333327306804,-2.358338951563069,0
-1.7327260838987042,0.3277677538607451,1
-1.8405678202889009,0.6022224605513249,1
-2.0994017405096197,0.18639712759477234,1
0.6472372231931729,-0.8852366350028882,0
0.8191864649750571,0.4511328640213397,1
1.6638429738254443,-0.638719087508655,0
0.7386452101799434,-1.8507292419180867,0
-1.81994204314912,-0.7518813548187613,0
1.3057478604324633,-0.6382537559221448,0
-0.4119221181983764,-0.3370301599266108,1
-2.5407630821300664,1.0934958138196311,1
1.5058949993601995,-1.7004690328082104,0
-2.3578036902880357,1.624421518304774,1
-0.05783356614841284,0.3666034602564605,0
-0.40713142453920415,0.7043532975265754,0
-2.0805498693360214,-0.908153580204336,0
-2.7126793000423017,1.921414873355135,1
1.6158271654602023,-2.1557476109853195,0
1.61185124149334,-1.5814917703418003,0
1.3205300891866756,-0.8051580388740094,1
1.330404624597231,-1.6034915004660568,0
-1.086178626966126,1.0047360692711589,0
-1.9367732751842424,1.921101094869068,0
1.1159328245847813,-0.9282137298178408,0
1.5021024300855723,0.9721730875205322,1
-1.8427898460998409,-0.8012592436773901,0
0.4783010691585381,0.5046453336028249,0
-1.9261670925968442,0.60918482499634,1
-0.4924834478669726,-2.1375853827629,0
0.042158928955733484,0.42242294322445706,0
-0.7306285068185029,-0.8671931252004837,0
1.3631981936752722,1.9678354557927185,1
-1.7059526830435208,-0.13473043161578158,1
-2.0030133890082658,-1.0751248537750926,1
-1.3854426707521046,-1.4535586029099283,0
-2.1230568451133047,0.5696028227876389,1
0.4345807808190405,1.113938357273747,1
0.035041655489462364,-0.355776583602577,0
-2.401886523793173,0.1142791399084675,0
-0.17222505040999506,0.7163305291536141,0
1.3907555000034528,0.4093281106298001,1
-1.7517450793245672,1.2563711679258198,1
1.1034295066062627,-0.9826102822989524,0
-1.7370493980938306,0.6855103609402768,0
0.6266444672825252,-0.5798282663669092,1
1.807048271193624,-2.0697147359770938,0
2.206964529186952,0.80298908560377,1
0.7384453207922211,-0.3650182510014188,1
-0.21684870559412767,0.7300907260598604,0
0.7595812757136537,-1.3004462761654847,0
-0.12971261668444778,0.9364822012541316,0
0.2106406616645875,-0.24791584762487284,0
-1.5561792069984752,1.0571142947718932,1
-0.19382829919757927,0.13700019460651802,1
-1.2920219520469978,1.5119450574494475,0
0.6474838537301333,-1.0711969045394458,0
-2.540378178591952,-0.4749338052771997,1
-2.2595228129996032,0.7309820508579243,1
-1.8208801948576656,1.0374596078684497,1
-1.5057318723857802,0.12834175951574034,0
-0.280385427769523,0.06014330780645327,0
-2.1327455310579397,-0.4035072357612313,0
1.0666379358212954,-1.3318911235539097,0
0.33987354838972017,-0.01158031295838935,0
-1.8343935578995525,-1.1365601912879686,0
0.18161325781498786,-2.1590451091210934,0
-1.0533601477817802,-0.5975381559472217,0
-1.7013913670148502,-1.568599240055291,0
-2.0316187373476913,1.3285187230168112,1
-0.4657241330500666,-0.8219156825412729,0
1.110668454131872,-0.8534755774402754,0
1.2340794501845886,-1.543896598270566,0
-0.03584148744514848,1.0975627237202472,0
0.8778808478017772,-0.9446531505608154,0
-0.7149731988473522,0.3876412566240333,0
1.7214307580453494,-0.5350418930391072,1
0.6211396450744628,0.7181998720596333,1
-0.27849707793636225,0.9290647696522644,0
-1.7627114897887994,-0.18910265603100185,1
1.6235933673553078,-1.5097757807577568,0
-1.963077045333836,0.5838872342054047,1
0.2807530562487439,-0.8897521624178838,0
2.671025051236997,1.596306139880295,1
-2.3344097533774084,-0.7635759872721057,1
-0.09944652088518158,0.06195281323144153,0
2.414582834660884,-0.9093703584922416,1
-2.1028139515988564,-2.066365276043453,0
-2.2037585663332795,-0.7806670304559669,1
-2.297753088358857,0.9684922833198693,1
-1.4977010807593132,-0.3153122035103237,0
-1.9115607671355723,-0.0008580531287467608,1
-1.5993005647943472,0.046599666331570984,1
-1.5411474461772132,-1.5482487821845976,0
2.3069297793719583,1.2535090868623326,0
1.7900228660633182,1.6878240048691808,1
0.6983210200411694,-0.8405614809096065,1
1.1595824077732295,-1.246027150291035,0
-1.806531937573424,0.8716804393014461,0
1.3317412721160922,1.2244645278989268,1
-1.9005938764576484,0.6136726790979375,1
-2.0457698840069938,-1.6549681079241767,0
1.025913997544879,-2.176817127772541,0
0.5684535813136693,1.7665161328751513,1
-2.757536535443485,-1.5232933542023523,0
1.9943290100233853,1.2233006895685878,1
1.850492902888806,-0.9604886255465396,0
0.10809611575201217,0.6564225297885242,0
-1.6856897257940051,0.7463585888948046,1
1.07088516585426,-0.681630654019866,0
1.6938164456919291,1.4848777452433466,0
1.8045414329141,1.2746744670030732,0
-1.983353794867647,1.5691610376627936,1
-2.0542372662542894,-0.3773074187734742,0
0.8104270628122009,-1.188510393440488,0
0.7462102909289551,0.028624383814774387,0
-1.5726161319553928,0.4492269098147323,0
-1.9965299908588812,-2.8308985860814317e-05,1
-1.6944426208373873,0.7572358179141176,1
-2.0519009340660563,1.0260277529679698,1
-1.2293771975742669,-1.4474512886741344,1
-2.0213640755784907,1.0909789677648307,1
-2.2604627800421326,0.474846218233449,1
0.20422325512594489,-0.9136861945253006,0
1.5313620484193535,0.8632599404447701,1
-1.0193584918342222,-0.3110673987945437,0
0.9598364398120844,0.1942312864254352,0
-1.255408307368128,-0.8412442168771026,0
-1.134235716351358,0.3649951885841882,0
1.7016288417185181,1.8569287766969047,1
-1.7545071304236757,-0.4622430019744786,0
0.03715629227721862,1.2221121931984924,0
0.8829653806361457,0.8929155732312561,1
-2.536381526079785,0.04556883945043777,1
1.0938606550726822,-0.8031670268672733,0
-0.6400190991516883,-2.4614634444019723,0
0.012040704269555835,0.3236767669613565,0
-0.5828913909559549,0.40397476214448025,0
0.9981968766256558,1.0377089754945763,1
1.1809444070412156,-1.3571326438948548,0
-2.2445091621629567,-0.1803020790157801,1
-1.4571317148057312,-1.6193726351756634,0
2.01249244144034,1.227727544708524,1
-1.3223252847189817,1.0769902921588417,1
-0.2580751817671334,-2.1931022251357106,0
-1.3092962931224266,-0.9628064136500069,0
1.377042008130421,-1.4068924957215443,0
-0.8997487852316765,-1.1228041029400129,0
1.0012385879420291,-0.4379946159868736,0
-0.2706612862619016,-0.6391548376421159,0
-1.0836586953010383,-2.1184035387727254,0
-3.1703972404499328,-0.5324282545944845,1
-0.20139934874711507,-1.6006499022216898,0
-1.959831168616522,-0.10793210311640312,1
1.9015512065341145,-2.2768295097831626,0
1.9510805625148502,1.1043005257699348,1
-1.7272733983769182,0.7974459396929816,1
-2.432964101551463,-0.6875507887326617,1
-2.2096699438859173,1.7822064494272691,1
0.9291368408137296,-1.378541689523493,0
1.1348773320995291,1.1174061210194028,1
-0.4139356507904358,-2.0990136238184287,0
1.8611182310400047,0.943688065981126,1
-0.06501470580109148,-0.034895664733353926,0
-1.7719503611790417,-0.8167325682159512,1
0.6103607267611761,-1.2640341232580403,0
1.3246669150627768,-1.324407338784498,0
0.33452650830020303,-1.1565854332344132,0
0.4259084093332042,-0.6945514630657694,0
-1.2594916180786746,0.30102481727916564,0
2.4024680313964515,-0.9151907905062076,0
-0.9933673259028702,-0.6448971131803485,0
1.319990330366621,-1.7140146021143003,0
-1.6857705553372166,-0.4882705163479462,1
0.43374500463510135,0.07048453272554855,0
-2.449296787645675,-1.5093784506128503,0
0.4744630563981249,-0.8812326021025496,0
0.9681661676573886,-1.3794423945935257,0
0.5541702562428688,-0.44096762721607097,1
-0.5015140588055131,-1.0698776182470415,0
2.0533644438577885,-0.07243883504987593,1
-0.9549291874775506,-1.4061658176142793,0
-2.4654462812642337,-1.570502925814051,0
-2.383786160055656,1.4685277759680655,1
-2.0752619256155627,0.8341909160449029,1
0.7769226383151282,-1.7611926646526157,0
-2.129349913190003,1.8077425612222324,1
2.0431914258414783,-1.5149422447705496,0
-0.8836499852186463,-0.6196133151916057,0
-1.7337325289145809,-0.6052044509374643,1
-1.7781421845217331,0.6589422236002194,1
-2.0896858497040247,0.2798921433125729,1
1.3734442862394223,-1.5975517636938354,0
-1.6200181154821298,0.10899327570704398,1
-0.10570428624758944,-0.004334847391541552,0
-1.9105839567534468,0.2201888837687308,0
-2.0192040292849587,1.0745272496491756,1
-1.922433617769208,0.03792442138621355,1
3.0115580166518088,0.9120675131934628,1
0.40226128457709664,0.08958908284635969,0
